Component Item Number,Work Ord Number,Acctg Value,Total Issued,F g,Quantity Required,Over Issued,Over Ext $$,Status Flag
6877566R|01,1057705,0.1934,352,A,350,2,0.3868,A
******,,,,,,,------,
6877566R|01,,,,,,,0.3868,
,,,,,,,,
695-0070R|01,1056187,0.25,183,A,176,7,22.75,A
******,,,,,,,------,
695-0070R|01,,,,,,,22.75,
,,,,,,,,
696-0013R|01,1057713,2.99,390,C,350,40,119.6,C
696-0013R|01,1057901,2.99,60,C,50,10,29.9,C
696-0013R|01,1058549,2.99,353,A,350,3,8.97,A
696-0013R|01,1058659,2.99,1192,A,1000,192,574.08,A
******,,,,,,,------,
696-0013R|01,,,,,,,732.55,
,,,,,,,,
698-0001R|01,1056355,0.35,205,C,184,21,60.9,C
******,,,,,,,------,
698-0001R|01,,,,,,,60.9,
,,,,,,,,
698-0003R|01,1056187,0.35,216,A,176,40,14,A
******,,,,,,,------,
698-0003R|01,,,,,,,14,
,,,,,,,,
698-0007R|01,1056380,0.35,605,A,600,5,14.5,A
******,,,,,,,------,
698-0007R|01,,,,,,,14.5,
,,,,,,,,
698-0009R|01,1058688,0.779,3000,A,432,2568,2000.472,A
******,,,,,,,------,
698-0009R|01,,,,,,,2000.472,
,,,,,,,,
698-0011R|01,1057993,0.718,223,A,200,23,16.514,A
******,,,,,,,------,
698-0011R|01,,,,,,,16.514,
,,,,,,,,
7179|01,1057982,,7,C,5,2,50.4042,C
******,,,,,,,------,
7179|01,,,,,,,50.4042,
,,,,,,,,
7784|01,1057809,5.8,1050,C,1000,50,290,C
******,,,,,,,------,
7784|01,,,,,,,290,
,,,,,,,,
7840K71|01,1053607,0.4595,1700,C,1625,75,34.4625,C
******,,,,,,,------,
7840K71|01,,,,,,,34.4625,
,,,,,,,,
7949561R|01,1058258,0.0138,1250,A,700,550,7.59,A
7949561R|01,1058259,0.0138,2350,A,200,2150,29.67,A
******,,,,,,,------,
7949561R|01,,,,,,,37.26,
,,,,,,,,
8000-0035|01,1058577,0.0001,63,A,42,21,0.0021,A
******,,,,,,,------,
8000-0035|01,,,,,,,0.0021,
,,,,,,,,
8000-0045|01,1058042,,40,A,35,5,0,A
******,,,,,,,------,
8000-0045|01,,,,,,,0,
,,,,,,,,
8000-0059|01,1057797,0.7437,528,A,51,477,354.7449,A
******,,,,,,,------,
8000-0059|01,,,,,,,354.7449,
,,,,,,,,
801-0038R|01,1055766,0.0345,358,A,238,120,4.14,A
801-0038R|01,1057969,0.0345,682,A,294,388,13.386,A
******,,,,,,,------,
801-0038R|01,,,,,,,17.526,
,,,,,,,,
801-0070R|01,1055766,0.0127,500,A,476,24,0.3048,A
******,,,,,,,------,
801-0070R|01,,,,,,,0.3048,
,,,,,,,,
803-0073R|01,1058552,1.15,102,A,100,2,2.3,A
******,,,,,,,------,
803-0073R|01,,,,,,,2.3,
,,,,,,,,
804-0070R|01,1055766,0.56,120,A,119,1,0.56,A
804-0070R|01,1057969,0.56,341,A,147,194,108.64,A
******,,,,,,,------,
804-0070R|01,,,,,,,109.2,
,,,,,,,,
804-0072R|01,1057969,0.12,682,A,294,388,46.56,A
******,,,,,,,------,
804-0072R|01,,,,,,,46.56,
,,,,,,,,
804-0077R|01,1057250,0.0875,164,A,148,16,1.4,A
******,,,,,,,------,
804-0077R|01,,,,,,,1.4,
,,,,,,,,
806-0002R|01,1058014,0.1033,40,A,29,11,1.1363,A
******,,,,,,,------,
806-0002R|01,,,,,,,1.1363,
,,,,,,,,
8125/03|01,1057635,0.4407,2200,A,2178,22,9.6954,A
******,,,,,,,------,
8125/03|01,,,,,,,9.6954,
,,,,,,,,
848R|01,1053706,0.229,4991,C,3085,1906,436.474,C
******,,,,,,,------,
848R|01,,,,,,,436.474,
,,,,,,,,
874210000R|01,1058096,0.012,6158,C,5600,558,6.696,C
******,,,,,,,------,
874210000R|01,,,,,,,6.696,
,,,,,,,,
874390400R|01,1057918,0.0681,3000,C,2000,1000,68.1,C
******,,,,,,,------,
874390400R|01,,,,,,,68.1,
,,,,,,,,
902-0056R|01,1058679,4.83,144,A,135,9,43.47,A
******,,,,,,,------,
902-0056R|01,,,,,,,43.47,
,,,,,,,,
902-0078R|01,1058657,3.55,456,A,336,120,426,A
******,,,,,,,------,
902-0078R|01,,,,,,,426,
,,,,,,,,
902-0083R|01,1058406,7.72,36,A,33,3,23.16,A
******,,,,,,,------,
902-0083R|01,,,,,,,23.16,
,,,,,,,,
91003-099|01,1050077,0.2389,40,A,38,2,0.4778,A
******,,,,,,,------,
91003-099|01,,,,,,,0.4778,
,,,,,,,,
91004-608|01,1050077,1.0417,100,A,76,24,25.0008,A
******,,,,,,,------,
91004-608|01,,,,,,,25.0008,
,,,,,,,,
9222-1771|01,1054421,0.0366,120,C,118,2,0.0732,C
9222-1771|01,1054677,0.0366,24,C,20,4,0.1464,C
9222-1771|01,1058476,0.0366,1000,A,0,1000,36.6,A
******,,,,,,,------,
9222-1771|01,,,,,,,36.8196,
,,,,,,,,
93100000349R|01,1055238,0.0086,100,A,99,1,0.0086,A
******,,,,,,,------,
93100000349R|01,,,,,,,0.0086,
,,,,,,,,
93100000394R|01,1055238,0.0066,400,A,396,4,0.0264,A
******,,,,,,,------,
93100000394R|01,,,,,,,0.0264,
,,,,,,,,
93103004691R|01,1055238,0.28,100,A,99,1,0.28,A
******,,,,,,,------,
93103004691R|01,,,,,,,0.28,
,,,,,,,,
93300800167R|01,1055238,0.0001,100,A,99,1,0.0001,A
******,,,,,,,------,
93300800167R|01,,,,,,,0.0001,
,,,,,,,,
93300800205R|01,1048490,,420,A,360,60,0,A
******,,,,,,,------,
93300800205R|01,,,,,,,0,
,,,,,,,,
93303003035R|01,1053706,0.0001,4000,C,3085,915,0.0915,C
******,,,,,,,------,
93303003035R|01,,,,,,,0.0915,
,,,,,,,,
93303014303R|01,1053706,0.0001,4000,C,3085,915,0.183,C
******,,,,,,,------,
93303014303R|01,,,,,,,0.183,
,,,,,,,,
93400000929R|01,1053706,0.2,4493,C,3085,1408,281.6,C
******,,,,,,,------,
93400000929R|01,,,,,,,281.6,
,,,,,,,,
93403006659R|01,1055238,0.335,200,A,198,2,0.67,A
******,,,,,,,------,
93403006659R|01,,,,,,,0.67,
,,,,,,,,
95022739R|01,1057649,0.2699,500,A,0,500,238.4,A
******,,,,,,,------,
95022739R|01,,,,,,,238.4,
,,,,,,,,
9538-0601000|01,1057918,1.1,6865,C,6594,271,298.1,C
******,,,,,,,------,
9538-0601000|01,,,,,,,298.1,
,,,,,,,,
95623-502|01,1050079,0.175,60,A,40,20,3.5,A
******,,,,,,,------,
95623-502|01,,,,,,,3.5,
,,,,,,,,
967067-1|01,1054132,0.0822,15120,C,15000,120,9.864,C
******,,,,,,,------,
967067-1|01,,,,,,,9.864,
,,,,,,,,
97502-900-000|01,1050077,0.0438,79,A,76,3,0.1314,A
******,,,,,,,------,
97502-900-000|01,,,,,,,0.1314,
,,,,,,,,
97502-902-000|01,1050077,0.0692,116,A,114,2,0.1384,A
******,,,,,,,------,
97502-902-000|01,,,,,,,0.1384,
,,,,,,,,
97516-076-024|01,1050077,0.0018,80,A,76,4,0.0072,A
******,,,,,,,------,
97516-076-024|01,,,,,,,0.0072,
,,,,,,,,
97516-076-042|01,1050077,0.005,80,A,76,4,0.02,A
******,,,,,,,------,
97516-076-042|01,,,,,,,0.02,
,,,,,,,,
97516-300-015|01,1050077,0.0006,1300,A,1292,8,0.0048,A
97516-300-015|01,1050079,0.0006,111,A,80,31,0.0186,A
******,,,,,,,------,
97516-300-015|01,,,,,,,0.0234,
,,,,,,,,
97516-300-021|01,1050077,0.006,44,A,38,6,0.036,A
******,,,,,,,------,
97516-300-021|01,,,,,,,0.036,
,,,,,,,,
97516-305-002|01,1050077,0.0006,160,A,152,8,0.0048,A
******,,,,,,,------,
97516-305-002|01,,,,,,,0.0048,
,,,,,,,,
97516-329-015|01,1050077,0.0051,46,A,38,8,0.0408,A
******,,,,,,,------,
97516-329-015|01,,,,,,,0.0408,
,,,,,,,,
97516-331-006|01,1050077,0.0215,39,A,38,1,0.0215,A
******,,,,,,,------,
97516-331-006|01,,,,,,,0.0215,
,,,,,,,,
97516-331-015|01,1050077,0.1227,124,A,114,10,1.227,A
******,,,,,,,------,
97516-331-015|01,,,,,,,1.227,
,,,,,,,,
97516-345-010|01,1050077,0.0097,40,A,38,2,0.0194,A
******,,,,,,,------,
97516-345-010|01,,,,,,,0.0194,
,,,,,,,,
97516-558-000|01,1050077,0.0006,47,A,38,9,0.0054,A
******,,,,,,,------,
97516-558-000|01,,,,,,,0.0054,
,,,,,,,,
97516-565-004|01,1050077,0.01,41,A,38,3,0.03,A
******,,,,,,,------,
97516-565-004|01,,,,,,,0.03,
,,,,,,,,
97516-605-012|01,1050077,0.0006,246,A,228,18,0.0108,A
******,,,,,,,------,
97516-605-012|01,,,,,,,0.0108,
,,,,,,,,
97516-645-001|01,1050077,0.0319,306,A,304,2,0.0638,A
******,,,,,,,------,
97516-645-001|01,,,,,,,0.0638,
,,,,,,,,
97516-651-008|01,1050077,0.302,77,A,76,1,0.302,A
******,,,,,,,------,
97516-651-008|01,,,,,,,0.302,
,,,,,,,,
97516-704-002|01,1050077,0.0006,53,A,38,15,0.009,A
******,,,,,,,------,
97516-704-002|01,,,,,,,0.009,
,,,,,,,,
97516-751-002|01,1050077,0.0076,41,A,38,3,0.0228,A
******,,,,,,,------,
97516-751-002|01,,,,,,,0.0228,
,,,,,,,,
97516-756-002|01,1050077,0.0054,100,A,76,24,0.1296,A
******,,,,,,,------,
97516-756-002|01,,,,,,,0.1296,
,,,,,,,,
97516-864-006|01,1050077,0.0018,2117,A,2090,27,0.0486,A
97516-864-006|01,1050079,0.0018,49,A,40,9,0.0162,A
******,,,,,,,------,
97516-864-006|01,,,,,,,0.0648,
,,,,,,,,
97516-873-002|01,1050077,0.0118,1232,A,1216,16,0.1888,A
******,,,,,,,------,
97516-873-002|01,,,,,,,0.1888,
,,,,,,,,
97516-874-001|01,1050077,0.0072,41,A,38,3,0.0216,A
******,,,,,,,------,
97516-874-001|01,,,,,,,0.0216,
,,,,,,,,
97517-273-000|01,1050077,0.0023,70,A,38,32,0.0736,A
******,,,,,,,------,
97517-273-000|01,,,,,,,0.0736,
,,,,,,,,
97517-342-000|01,1050077,0.0025,86,A,76,10,0.025,A
******,,,,,,,------,
97517-342-000|01,,,,,,,0.025,
,,,,,,,,
97517-961-000|01,1050077,0.0232,81,A,76,5,0.116,A
******,,,,,,,------,
97517-961-000|01,,,,,,,0.116,
,,,,,,,,
97517-997-000|01,1050077,0.0041,83,A,76,7,0.0287,A
******,,,,,,,------,
97517-997-000|01,,,,,,,0.0287,
,,,,,,,,
97531-007-006|01,1050077,0.002,77,A,76,1,0.002,A
******,,,,,,,------,
97531-007-006|01,,,,,,,0.002,
,,,,,,,,
97531-098-009|01,1050077,0.002,193,A,190,3,0.006,A
******,,,,,,,------,
97531-098-009|01,,,,,,,0.006,
,,,,,,,,
97531-168-005|01,1050077,0.002,81,A,76,5,0.01,A
******,,,,,,,------,
97531-168-005|01,,,,,,,0.01,
,,,,,,,,
97531-184-011|01,1050077,0.004,232,A,228,4,0.016,A
******,,,,,,,------,
97531-184-011|01,,,,,,,0.016,
,,,,,,,,
97531-196-000|01,1050077,0.0007,45,A,38,7,0.0049,A
******,,,,,,,------,
97531-196-000|01,,,,,,,0.0049,
,,,,,,,,
97531-472-001|01,1050077,0.0035,116,A,114,2,0.007,A
******,,,,,,,------,
97531-472-001|01,,,,,,,0.007,
,,,,,,,,
97531-488-013|01,1050077,0.0011,80,A,76,4,0.0044,A
******,,,,,,,------,
97531-488-013|01,,,,,,,0.0044,
,,,,,,,,
97531-494-004|01,1050077,0.0011,78,A,76,2,0.0022,A
******,,,,,,,------,
97531-494-004|01,,,,,,,0.0022,
,,,,,,,,
97531-545-006|01,1050077,0.002,268,A,266,2,0.004,A
******,,,,,,,------,
97531-545-006|01,,,,,,,0.004,
,,,,,,,,
97531-794-000|01,1050077,0.0003,43,A,38,5,0.0015,A
******,,,,,,,------,
97531-794-000|01,,,,,,,0.0015,
,,,,,,,,
97531-795-000|01,1050077,0.0003,44,A,38,6,0.0018,A
******,,,,,,,------,
97531-795-000|01,,,,,,,0.0018,
,,,,,,,,
97531-796-009|01,1050077,0.0003,82,A,76,6,0.0018,A
******,,,,,,,------,
97531-796-009|01,,,,,,,0.0018,
,,,,,,,,
97531-863-011|01,1050077,0.002,1068,A,1064,4,0.008,A
******,,,,,,,------,
97531-863-011|01,,,,,,,0.008,
,,,,,,,,
97531-928-020|01,1050077,0.0003,1526,A,1520,6,0.0018,A
******,,,,,,,------,
97531-928-020|01,,,,,,,0.0018,
,,,,,,,,
97531-931-016|01,1050077,0.0003,316,A,304,12,0.0036,A
******,,,,,,,------,
97531-931-016|01,,,,,,,0.0036,
,,,,,,,,
97531-941-024|01,1050077,0.0003,1183,A,1178,5,0.0015,A
******,,,,,,,------,
97531-941-024|01,,,,,,,0.0015,
,,,,,,,,
97531-949-003|01,1050077,0.0003,44,A,38,6,0.0018,A
******,,,,,,,------,
97531-949-003|01,,,,,,,0.0018,
,,,,,,,,
97531-950-003|01,1050077,0.0003,85,A,76,9,0.0027,A
******,,,,,,,------,
97531-950-003|01,,,,,,,0.0027,
,,,,,,,,
97531-956-036|01,1050077,0.0003,1954,A,1938,16,0.0048,A
******,,,,,,,------,
97531-956-036|01,,,,,,,0.0048,
,,,,,,,,
97531-959-000|01,1050077,0.0003,45,A,38,7,0.0021,A
******,,,,,,,------,
97531-959-000|01,,,,,,,0.0021,
,,,,,,,,
97531-960-014|01,1050077,0.0003,233,A,228,5,0.0015,A
******,,,,,,,------,
97531-960-014|01,,,,,,,0.0015,
,,,,,,,,
97531-963-021|01,1050077,0.0003,352,A,342,10,0.003,A
******,,,,,,,------,
97531-963-021|01,,,,,,,0.003,
,,,,,,,,
97531-965-020|01,1050077,0.0003,1183,A,1178,5,0.0015,A
******,,,,,,,------,
97531-965-020|01,,,,,,,0.0015,
,,,,,,,,
97531-979-014|01,1050077,0.0003,81,A,76,5,0.0015,A
******,,,,,,,------,
97531-979-014|01,,,,,,,0.0015,
,,,,,,,,
97531-984-004|01,1050077,0.0003,195,A,190,5,0.0015,A
******,,,,,,,------,
97531-984-004|01,,,,,,,0.0015,
,,,,,,,,
97532-452-004|01,1050077,0.0003,44,A,38,6,0.0018,A
******,,,,,,,------,
97532-452-004|01,,,,,,,0.0018,
,,,,,,,,
97532-492-009|01,1050077,0.0003,43,A,38,5,0.0015,A
******,,,,,,,------,
97532-492-009|01,,,,,,,0.0015,
,,,,,,,,
97532-500-007|01,1050077,0.0003,234,A,228,6,0.0018,A
******,,,,,,,------,
97532-500-007|01,,,,,,,0.0018,
,,,,,,,,
97532-558-003|01,1050077,0.002,78,A,76,2,0.004,A
******,,,,,,,------,
97532-558-003|01,,,,,,,0.004,
,,,,,,,,
97532-906-003|01,1050077,0.0003,45,A,38,7,0.0021,A
******,,,,,,,------,
97532-906-003|01,,,,,,,0.0021,
,,,,,,,,
97532-993-009|01,1050077,0.0014,309,A,304,5,0.007,A
******,,,,,,,------,
97532-993-009|01,,,,,,,0.007,
,,,,,,,,
97533-175-002|01,1050077,0.0003,43,A,38,5,0.0015,A
******,,,,,,,------,
97533-175-002|01,,,,,,,0.0015,
,,,,,,,,
97533-229-001|01,1050077,0.0014,390,A,380,10,0.014,A
******,,,,,,,------,
97533-229-001|01,,,,,,,0.014,
,,,,,,,,
97533-507-003|01,1050077,0.0003,43,A,38,5,0.0015,A
******,,,,,,,------,
97533-507-003|01,,,,,,,0.0015,
,,,,,,,,
97533-519-000|01,1050077,0.0361,49,A,38,11,0.3971,A
******,,,,,,,------,
97533-519-000|01,,,,,,,0.3971,
,,,,,,,,
97533-595-002|01,1050077,0.0007,426,A,418,8,0.0056,A
******,,,,,,,------,
97533-595-002|01,,,,,,,0.0056,
,,,,,,,,
97533-611-001|01,1050077,0.0003,43,A,38,5,0.0015,A
******,,,,,,,------,
97533-611-001|01,,,,,,,0.0015,
,,,,,,,,
97533-650-001|01,1050077,0.002,78,A,76,2,0.004,A
******,,,,,,,------,
97533-650-001|01,,,,,,,0.004,
,,,,,,,,
97537-149-000|01,1050077,0.0009,48,A,38,10,0.009,A
******,,,,,,,------,
97537-149-000|01,,,,,,,0.009,
,,,,,,,,
97537-338-000|01,1050079,0.0011,372,A,240,132,0.1452,A
******,,,,,,,------,
97537-338-000|01,,,,,,,0.1452,
,,,,,,,,
97537-340-001|01,1050077,0.0004,47,A,38,9,0.0036,A
******,,,,,,,------,
97537-340-001|01,,,,,,,0.0036,
,,,,,,,,
97537-664-000|01,1050077,0.0007,167,A,152,15,0.0105,A
******,,,,,,,------,
97537-664-000|01,,,,,,,0.0105,
,,,,,,,,
97539-143-IB|01,1050077,0.3474,39,A,38,1,0.3474,A
******,,,,,,,------,
97539-143-IB|01,,,,,,,0.3474,
,,,,,,,,
97539-260-000|01,1050077,0.0003,82,A,76,6,0.0018,A
******,,,,,,,------,
97539-260-000|01,,,,,,,0.0018,
,,,,,,,,
97539-954-000|01,1050077,0.0003,82,A,76,6,0.0018,A
******,,,,,,,------,
97539-954-000|01,,,,,,,0.0018,
,,,,,,,,
97553-522-000|01,1050077,0.0245,52,A,38,14,0.343,A
******,,,,,,,------,
97553-522-000|01,,,,,,,0.343,
,,,,,,,,
97554-911-000|01,1050077,0.2342,77,A,76,1,0.2342,A
******,,,,,,,------,
97554-911-000|01,,,,,,,0.2342,
,,,,,,,,
97556-522-000|01,1050079,0.0645,58,A,40,18,1.161,A
******,,,,,,,------,
97556-522-000|01,,,,,,,1.161,
,,,,,,,,
97559-003-018|01,1050077,0.024,79,A,76,3,0.072,A
******,,,,,,,------,
97559-003-018|01,,,,,,,0.072,
,,,,,,,,
97562-121-002|01,1050077,0.0112,158,A,152,6,0.0672,A
******,,,,,,,------,
97562-121-002|01,,,,,,,0.0672,
,,,,,,,,
97562-504-004|01,1050077,0.0087,1349,A,1330,19,0.1653,A
******,,,,,,,------,
97562-504-004|01,,,,,,,0.1653,
,,,,,,,,
97562-812-AB|01,1050077,0.0659,120,A,114,6,0.3954,A
******,,,,,,,------,
97562-812-AB|01,,,,,,,0.3954,
,,,,,,,,
97562-849-000|01,1050077,0.0184,55,A,38,17,0.3128,A
******,,,,,,,------,
97562-849-000|01,,,,,,,0.3128,
,,,,,,,,
97562-850-000|01,1050077,0.0252,84,A,76,8,0.2016,A
******,,,,,,,------,
97562-850-000|01,,,,,,,0.2016,
,,,,,,,,
97562-903-AB|01,1050077,0.1737,39,A,38,1,0.1737,A
******,,,,,,,------,
97562-903-AB|01,,,,,,,0.1737,
,,,,,,,,
97563-005-004|01,1050077,0.0336,80,A,76,4,0.1344,A
******,,,,,,,------,
97563-005-004|01,,,,,,,0.1344,
,,,,,,,,
97563-500-000|01,1050077,0.0289,317,A,304,13,0.3757,A
******,,,,,,,------,
97563-500-000|01,,,,,,,0.3757,
,,,,,,,,
97563-873-000|01,1050077,0.0114,156,A,152,4,0.0456,A
******,,,,,,,------,
97563-873-000|01,,,,,,,0.0456,
,,,,,,,,
97567-613-000|01,1050077,0.2497,40,A,38,2,0.4994,A
******,,,,,,,------,
97567-613-000|01,,,,,,,0.4994,
,,,,,,,,
97568-014-002|01,1050079,0.0198,178,A,160,18,0.3564,A
******,,,,,,,------,
97568-014-002|01,,,,,,,0.3564,
,,,,,,,,
97600-347-EB|01,1050077,0.5693,80,A,76,4,2.2772,A
******,,,,,,,------,
97600-347-EB|01,,,,,,,2.2772,
,,,,,,,,
97600-468-BB|01,1050077,0.8866,40,A,38,2,1.7732,A
******,,,,,,,------,
97600-468-BB|01,,,,,,,1.7732,
,,,,,,,,
97600-538-AB|01,1050077,0.3472,40,A,38,2,0.6944,A
******,,,,,,,------,
97600-538-AB|01,,,,,,,0.6944,
,,,,,,,,
97600-667-AB|01,1050077,0.8866,39,A,38,1,0.8866,A
******,,,,,,,------,
97600-667-AB|01,,,,,,,0.8866,
,,,,,,,,
97600-927-AB|01,1050077,1.58,39,A,38,1,1.58,A
******,,,,,,,------,
97600-927-AB|01,,,,,,,1.58,
,,,,,,,,
97601-238-AB|01,1050077,0.8858,40,A,38,2,1.7716,A
******,,,,,,,------,
97601-238-AB|01,,,,,,,1.7716,
,,,,,,,,
97601-617-AB|01,1050077,0.3581,40,A,38,2,0.7162,A
******,,,,,,,------,
97601-617-AB|01,,,,,,,0.7162,
,,,,,,,,
97601-620-AB|01,1050077,0.1806,39,A,38,1,0.1806,A
******,,,,,,,------,
97601-620-AB|01,,,,,,,0.1806,
,,,,,,,,
97601-673-AB|01,1050077,0.5719,40,A,38,2,1.1438,A
******,,,,,,,------,
97601-673-AB|01,,,,,,,1.1438,
,,,,,,,,
97601-674-AB|01,1050077,1.5038,40,A,38,2,3.0076,A
******,,,,,,,------,
97601-674-AB|01,,,,,,,3.0076,
,,,,,,,,
97601-675-AB|01,1050077,0.2,41,A,38,3,0.6,A
******,,,,,,,------,
97601-675-AB|01,,,,,,,0.6,
,,,,,,,,
97601-705-AB|01,1050077,1.0213,39,A,38,1,1.0213,A
******,,,,,,,------,
97601-705-AB|01,,,,,,,1.0213,
,,,,,,,,
97601-765-AB|01,1050077,0.0559,39,A,38,1,0.0559,A
******,,,,,,,------,
97601-765-AB|01,,,,,,,0.0559,
,,,,,,,,
97608-006-006|01,1050077,0.0674,41,A,38,3,0.2022,A
******,,,,,,,------,
97608-006-006|01,,,,,,,0.2022,
,,,,,,,,
97611-400-000|01,1050077,0.0137,234,A,228,6,0.0822,A
******,,,,,,,------,
97611-400-000|01,,,,,,,0.0822,
,,,,,,,,
97611-522-AB|01,1050077,0.0968,40,A,38,2,0.1936,A
******,,,,,,,------,
97611-522-AB|01,,,,,,,0.1936,
,,,,,,,,
97611-924-000|01,1050077,0.1075,509,A,76,433,46.5475,A
******,,,,,,,------,
97611-924-000|01,,,,,,,46.5475,
,,,,,,,,
97611-940-000|01,1050077,0.087,90,A,76,14,1.218,A
******,,,,,,,------,
97611-940-000|01,,,,,,,1.218,
,,,,,,,,
97611-953-000|01,1050077,0.043,100,A,38,62,2.666,A
******,,,,,,,------,
97611-953-000|01,,,,,,,2.666,
,,,,,,,,
97650-037-000|01,1050077,0.0088,232,A,228,4,0.0352,A
******,,,,,,,------,
97650-037-000|01,,,,,,,0.0352,
,,,,,,,,
97650-040-000|01,1050077,0.0163,312,A,304,8,0.1304,A
******,,,,,,,------,
97650-040-000|01,,,,,,,0.1304,
,,,,,,,,
97650-041-000|01,1050077,0.0532,41,A,38,3,0.1596,A
******,,,,,,,------,
97650-041-000|01,,,,,,,0.1596,
,,,,,,,,
97650-043-AB|01,1050077,0.532,345,A,342,3,1.596,A
******,,,,,,,------,
97650-043-AB|01,,,,,,,1.596,
,,,,,,,,
97653-026-BB|01,1050077,0.0596,157,A,152,5,0.298,A
******,,,,,,,------,
97653-026-BB|01,,,,,,,0.298,
,,,,,,,,
97653-602-003|01,1050077,0.0123,81,A,76,5,0.0615,A
******,,,,,,,------,
97653-602-003|01,,,,,,,0.0615,
,,,,,,,,
97653-632-AB|01,1050077,0.767,39,A,38,1,0.767,A
******,,,,,,,------,
97653-632-AB|01,,,,,,,0.767,
,,,,,,,,
97653-634-000|01,1050077,0.0183,459,A,456,3,0.0549,A
******,,,,,,,------,
97653-634-000|01,,,,,,,0.0549,
,,,,,,,,
97655-008-002|01,1050077,0.0143,41,A,38,3,0.0429,A
******,,,,,,,------,
97655-008-002|01,,,,,,,0.0429,
,,,,,,,,
97659-097-000|01,1050077,0.0272,158,A,152,6,0.1632,A
******,,,,,,,------,
97659-097-000|01,,,,,,,0.1632,
,,,,,,,,
97659-112-007|01,1050077,0.0567,350,A,342,8,0.4536,A
******,,,,,,,------,
97659-112-007|01,,,,,,,0.4536,
,,,,,,,,
97659-136-001|01,1050077,0.0336,40,A,38,2,0.0672,A
******,,,,,,,------,
